"Archivo","Plantilla","Rubro","Categoría","Productos/Servicios"
"Alimentos y Bebidas/01-dashboard-financiero-Bodega.xlsx","Dashboard Financiero","Bodega","Alimentos y Bebidas","Arroz 5kg | Aceite 1L | Azúcar 1kg | Fideos 800g | Atún lata | Leche evaporada | Gaseosa 1.5L | Pan ciabatta"
"Comercio y Retail/15-flujo-efectivo-indirecto-Joyeria y Bisuteria.xlsx","Flujo de Efectivo Indirecto","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/16-conciliacion-bancaria-Joyeria y Bisuteria.xlsx","Conciliación Bancaria","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/17-libro-diario-Joyeria y Bisuteria.xlsx","Libro Diario y Mayor","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/18-ratios-financieros-Joyeria y Bisuteria.xlsx","Ratios Financieros","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/19-control-tributario-Joyeria y Bisuteria.xlsx","Control Tributario","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/20-presupuesto-centros-costo-Joyeria y Bisuteria.xlsx","Presupuesto Centros de Costo","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/21-activos-fijos-Joyeria y Bisuteria.xlsx","Activos Fijos y Depreciación","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/22-punto-equilibrio-Joyeria y Bisuteria.xlsx","Punto de Equilibrio","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/23-estados-comparativos-Joyeria y Bisuteria.xlsx","Estados Comparativos 3 Años","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/24-costeo-ordenes-Joyeria y Bisuteria.xlsx","Costeo porÓrdenes de Trabajo","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/25-calculadora-cts-Joyeria y Bisuteria.xlsx","Calculadora CTS","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/26-gratificaciones-Joyeria y Bisuteria.xlsx","Calculadora Gratificaciones","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/27-amortizacion-Joyeria y Bisuteria.xlsx","Cuadro de Amortización","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/28-vacaciones-Joyeria y Bisuteria.xlsx","Calculadora Vacaciones","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/29-afp-onp-Joyeria y Bisuteria.xlsx","Calculadora AFP/ONP","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/30-nomina-Joyeria y Bisuteria.xlsx","Calculadora Nómina","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/31-roi-Joyeria y Bisuteria.xlsx","Calculadora ROI","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/32-ipc-Joyeria y Bisuteria.xlsx","Calculadora IPC","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/33-endeudamiento-Joyeria y Bisuteria.xlsx","Capacidad Endeudamiento","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/34-proyeccion-flujo-Joyeria y Bisuteria.xlsx","Proyección Flujo de Caja","Joyería y Bisutería","Comercio y Retail","Anillo de plata | Aretes | Collar | Pulsera | Reloj | Dije | Set de regalo | Argolla de compromiso"
"Comercio y Retail/01-dashboard-financiero-Libreria.xlsx","Dashboard Financiero","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/02-control-ventas-Libreria.xlsx","Control de Ventas","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/03-inventario-Libreria.xlsx","Control de Inventario","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/04-presupuesto-anual-Libreria.xlsx","Presupuesto Anual","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/05-flujo-de-caja-Libreria.xlsx","Flujo de Caja","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/06-gestion-proyectos-Libreria.xlsx","Gestión de Proyectos","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/07-analisis-kpis-Libreria.xlsx","Análisis de KPIs","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/08-control-gastos-Libreria.xlsx","Control de Gastos","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/09-planilla-personal-Libreria.xlsx","Planilla de Personal","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/10-cuentas-por-cobrar-Libreria.xlsx","Cuentas por Cobrar","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/11-caja-diaria-Libreria.xlsx","Caja Diaria","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/12-compras-proveedores-Libreria.xlsx","Compras y Proveedores","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/13-balance-general-Libreria.xlsx","Balance General","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/14-estado-resultados-Libreria.xlsx","Estado de Resultados","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/15-flujo-efectivo-indirecto-Libreria.xlsx","Flujo de Efectivo Indirecto","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/16-conciliacion-bancaria-Libreria.xlsx","Conciliación Bancaria","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/17-libro-diario-Libreria.xlsx","Libro Diario y Mayor","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/18-ratios-financieros-Libreria.xlsx","Ratios Financieros","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/19-control-tributario-Libreria.xlsx","Control Tributario","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/20-presupuesto-centros-costo-Libreria.xlsx","Presupuesto Centros de Costo","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/21-activos-fijos-Libreria.xlsx","Activos Fijos y Depreciación","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/22-punto-equilibrio-Libreria.xlsx","Punto de Equilibrio","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/23-estados-comparativos-Libreria.xlsx","Estados Comparativos 3 Años","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/24-costeo-ordenes-Libreria.xlsx","Costeo porÓrdenes de Trabajo","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/25-calculadora-cts-Libreria.xlsx","Calculadora CTS","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/26-gratificaciones-Libreria.xlsx","Calculadora Gratificaciones","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/27-amortizacion-Libreria.xlsx","Cuadro de Amortización","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/28-vacaciones-Libreria.xlsx","Calculadora Vacaciones","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/29-afp-onp-Libreria.xlsx","Calculadora AFP/ONP","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/30-nomina-Libreria.xlsx","Calculadora Nómina","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/31-roi-Libreria.xlsx","Calculadora ROI","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/32-ipc-Libreria.xlsx","Calculadora IPC","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/33-endeudamiento-Libreria.xlsx","Capacidad Endeudamiento","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/34-proyeccion-flujo-Libreria.xlsx","Proyección Flujo de Caja","Librería","Comercio y Retail","Cuaderno 100 hojas | Plumones | Lápices | Resmas A4 | Mochila | Cartulina | Regla | Engrapadora"
"Comercio y Retail/01-dashboard-financiero-Boutique.xlsx","Dashboard Financiero","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/02-control-ventas-Boutique.xlsx","Control de Ventas","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/03-inventario-Boutique.xlsx","Control de Inventario","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/04-presupuesto-anual-Boutique.xlsx","Presupuesto Anual","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/05-flujo-de-caja-Boutique.xlsx","Flujo de Caja","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/06-gestion-proyectos-Boutique.xlsx","Gestión de Proyectos","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/07-analisis-kpis-Boutique.xlsx","Análisis de KPIs","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/08-control-gastos-Boutique.xlsx","Control de Gastos","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/09-planilla-personal-Boutique.xlsx","Planilla de Personal","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/10-cuentas-por-cobrar-Boutique.xlsx","Cuentas por Cobrar","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/11-caja-diaria-Boutique.xlsx","Caja Diaria","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/12-compras-proveedores-Boutique.xlsx","Compras y Proveedores","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/13-balance-general-Boutique.xlsx","Balance General","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/14-estado-resultados-Boutique.xlsx","Estado de Resultados","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/15-flujo-efectivo-indirecto-Boutique.xlsx","Flujo de Efectivo Indirecto","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/16-conciliacion-bancaria-Boutique.xlsx","Conciliación Bancaria","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/17-libro-diario-Boutique.xlsx","Libro Diario y Mayor","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/18-ratios-financieros-Boutique.xlsx","Ratios Financieros","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/19-control-tributario-Boutique.xlsx","Control Tributario","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/20-presupuesto-centros-costo-Boutique.xlsx","Presupuesto Centros de Costo","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/21-activos-fijos-Boutique.xlsx","Activos Fijos y Depreciación","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/22-punto-equilibrio-Boutique.xlsx","Punto de Equilibrio","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/23-estados-comparativos-Boutique.xlsx","Estados Comparativos 3 Años","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/24-costeo-ordenes-Boutique.xlsx","Costeo porÓrdenes de Trabajo","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/25-calculadora-cts-Boutique.xlsx","Calculadora CTS","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/26-gratificaciones-Boutique.xlsx","Calculadora Gratificaciones","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/27-amortizacion-Boutique.xlsx","Cuadro de Amortización","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/28-vacaciones-Boutique.xlsx","Calculadora Vacaciones","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/29-afp-onp-Boutique.xlsx","Calculadora AFP/ONP","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/30-nomina-Boutique.xlsx","Calculadora Nómina","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/31-roi-Boutique.xlsx","Calculadora ROI","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/32-ipc-Boutique.xlsx","Calculadora IPC","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/33-endeudamiento-Boutique.xlsx","Capacidad Endeudamiento","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
"Comercio y Retail/34-proyeccion-flujo-Boutique.xlsx","Proyección Flujo de Caja","Boutique","Comercio y Retail","Blusa importada | Pantalón palazzo | Falda | Bolso | Pañoleta | Chaleco | Enterizo | Blazer"
